Month of Period End,Region,Avg. Median Sale Price
February 2012,"San Diego, CA - Colina del Sol",$99K
March 2012,"San Diego, CA - Colina del Sol",$95K
April 2012,"San Diego, CA - Colina del Sol",$98K
May 2012,"San Diego, CA - Colina del Sol",$106K
June 2012,"San Diego, CA - Colina del Sol",$108K
July 2012,"San Diego, CA - Colina del Sol",$106K
August 2012,"San Diego, CA - Colina del Sol",$115K
September 2012,"San Diego, CA - Colina del Sol",$115K
October 2012,"San Diego, CA - Colina del Sol",$173K
November 2012,"San Diego, CA - Colina del Sol",$100K
December 2012,"San Diego, CA - Colina del Sol",$133K
January 2013,"San Diego, CA - Colina del Sol",$110K
February 2013,"San Diego, CA - Colina del Sol",$117K
March 2013,"San Diego, CA - Colina del Sol",$117K
April 2013,"San Diego, CA - Colina del Sol",$157K
May 2013,"San Diego, CA - Colina del Sol",$134K
June 2013,"San Diego, CA - Colina del Sol",$115K
July 2013,"San Diego, CA - Colina del Sol",$100K
August 2013,"San Diego, CA - Colina del Sol",$122K
September 2013,"San Diego, CA - Colina del Sol",$143K
October 2013,"San Diego, CA - Colina del Sol",$140K
November 2013,"San Diego, CA - Colina del Sol",$136K
December 2013,"San Diego, CA - Colina del Sol",$136K
January 2014,"San Diego, CA - Colina del Sol",$197K
February 2014,"San Diego, CA - Colina del Sol",$126K
March 2014,"San Diego, CA - Colina del Sol",$147K
April 2014,"San Diego, CA - Colina del Sol",$155K
May 2014,"San Diego, CA - Colina del Sol",$155K
June 2014,"San Diego, CA - Colina del Sol",$160K
July 2014,"San Diego, CA - Colina del Sol",$160K
August 2014,"San Diego, CA - Colina del Sol",$163K
September 2014,"San Diego, CA - Colina del Sol",$134K
October 2014,"San Diego, CA - Colina del Sol",$162K
November 2014,"San Diego, CA - Colina del Sol",$174K
December 2014,"San Diego, CA - Colina del Sol",$174K
January 2015,"San Diego, CA - Colina del Sol",$193K
February 2015,"San Diego, CA - Colina del Sol",$250K
March 2015,"San Diego, CA - Colina del Sol",$250K
April 2015,"San Diego, CA - Colina del Sol",$278K
May 2015,"San Diego, CA - Colina del Sol",$269K
June 2015,"San Diego, CA - Colina del Sol",$185K
July 2015,"San Diego, CA - Colina del Sol",$174K
August 2015,"San Diego, CA - Colina del Sol",$165K
September 2015,"San Diego, CA - Colina del Sol",$250K
October 2015,"San Diego, CA - Colina del Sol",$250K
November 2015,"San Diego, CA - Colina del Sol",$306K
December 2015,"San Diego, CA - Colina del Sol",$152K
January 2016,"San Diego, CA - Colina del Sol",$152K
February 2016,"San Diego, CA - Colina del Sol",$165K
March 2016,"San Diego, CA - Colina del Sol",$155K
April 2016,"San Diego, CA - Colina del Sol",$177K
May 2016,"San Diego, CA - Colina del Sol",$180K
June 2016,"San Diego, CA - Colina del Sol",$197K
July 2016,"San Diego, CA - Colina del Sol",$200K
August 2016,"San Diego, CA - Colina del Sol",$163K
September 2016,"San Diego, CA - Colina del Sol",$163K
October 2016,"San Diego, CA - Colina del Sol",$210K
November 2016,"San Diego, CA - Colina del Sol",$218K
December 2016,"San Diego, CA - Colina del Sol",$204K
January 2017,"San Diego, CA - Colina del Sol",$186K
February 2017,"San Diego, CA - Colina del Sol",$215K
March 2017,"San Diego, CA - Colina del Sol",$217K
April 2017,"San Diego, CA - Colina del Sol",$237K
May 2017,"San Diego, CA - Colina del Sol",$248K
June 2017,"San Diego, CA - Colina del Sol",$630K
July 2017,"San Diego, CA - Colina del Sol",$252K
August 2017,"San Diego, CA - Colina del Sol",$244K
September 2017,"San Diego, CA - Colina del Sol",$244K
October 2017,"San Diego, CA - Colina del Sol",$236K
November 2017,"San Diego, CA - Colina del Sol",$233K
December 2017,"San Diego, CA - Colina del Sol",$220K
January 2018,"San Diego, CA - Colina del Sol",$190K
February 2018,"San Diego, CA - Colina del Sol",$190K
March 2018,"San Diego, CA - Colina del Sol",$399K
April 2018,"San Diego, CA - Colina del Sol",$425K
May 2018,"San Diego, CA - Colina del Sol",$338K
June 2018,"San Diego, CA - Colina del Sol",$251K
July 2018,"San Diego, CA - Colina del Sol",$215K
August 2018,"San Diego, CA - Colina del Sol",$236K
September 2018,"San Diego, CA - Colina del Sol",$275K
October 2018,"San Diego, CA - Colina del Sol",$275K
November 2018,"San Diego, CA - Colina del Sol",$275K
December 2018,"San Diego, CA - Colina del Sol",$415K
January 2019,"San Diego, CA - Colina del Sol",$415K
February 2019,"San Diego, CA - Colina del Sol",$439K
March 2019,"San Diego, CA - Colina del Sol",$290K
April 2019,"San Diego, CA - Colina del Sol",$300K
May 2019,"San Diego, CA - Colina del Sol",$328K
June 2019,"San Diego, CA - Colina del Sol",$342K
July 2019,"San Diego, CA - Colina del Sol",$279K
August 2019,"San Diego, CA - Colina del Sol",$240K
September 2019,"San Diego, CA - Colina del Sol",$240K
October 2019,"San Diego, CA - Colina del Sol",$452K
November 2019,"San Diego, CA - Colina del Sol",$361K
December 2019,"San Diego, CA - Colina del Sol",$564K
January 2020,"San Diego, CA - Colina del Sol",$415K
February 2020,"San Diego, CA - Colina del Sol",$342K
March 2020,"San Diego, CA - Colina del Sol",$272K
April 2020,"San Diego, CA - Colina del Sol",$259K
May 2020,"San Diego, CA - Colina del Sol",$272K
June 2020,"San Diego, CA - Colina del Sol",$235K
July 2020,"San Diego, CA - Colina del Sol",$255K
August 2020,"San Diego, CA - Colina del Sol",$269K
September 2020,"San Diego, CA - Colina del Sol",$407K
October 2020,"San Diego, CA - Colina del Sol",$340K
November 2020,"San Diego, CA - Colina del Sol",$340K
December 2020,"San Diego, CA - Colina del Sol",$390K
January 2021,"San Diego, CA - Colina del Sol",$444K
February 2021,"San Diego, CA - Colina del Sol",$463K
March 2021,"San Diego, CA - Colina del Sol",$293K
April 2021,"San Diego, CA - Colina del Sol",$285K
May 2021,"San Diego, CA - Colina del Sol",$285K
June 2021,"San Diego, CA - Colina del Sol",$276K
July 2021,"San Diego, CA - Colina del Sol",$265K
August 2021,"San Diego, CA - Colina del Sol",$265K
September 2021,"San Diego, CA - Colina del Sol",$358K
October 2021,"San Diego, CA - Colina del Sol",$362K
November 2021,"San Diego, CA - Colina del Sol",$362K
February 2012,"San Diego, CA - Clairemont Mesa West",$390K
March 2012,"San Diego, CA - Clairemont Mesa West",$412K
April 2012,"San Diego, CA - Clairemont Mesa West",$418K
May 2012,"San Diego, CA - Clairemont Mesa West",$391K
June 2012,"San Diego, CA - Clairemont Mesa West",$395K
July 2012,"San Diego, CA - Clairemont Mesa West",$398K
August 2012,"San Diego, CA - Clairemont Mesa West",$418K
September 2012,"San Diego, CA - Clairemont Mesa West",$422K
October 2012,"San Diego, CA - Clairemont Mesa West",$424K
November 2012,"San Diego, CA - Clairemont Mesa West",$430K
December 2012,"San Diego, CA - Clairemont Mesa West",$450K
January 2013,"San Diego, CA - Clairemont Mesa West",$451K
February 2013,"San Diego, CA - Clairemont Mesa West",$440K
March 2013,"San Diego, CA - Clairemont Mesa West",$432K
April 2013,"San Diego, CA - Clairemont Mesa West",$450K
May 2013,"San Diego, CA - Clairemont Mesa West",$485K
June 2013,"San Diego, CA - Clairemont Mesa West",$490K
July 2013,"San Diego, CA - Clairemont Mesa West",$470K
August 2013,"San Diego, CA - Clairemont Mesa West",$465K
September 2013,"San Diego, CA - Clairemont Mesa West",$470K
October 2013,"San Diego, CA - Clairemont Mesa West",$507K
November 2013,"San Diego, CA - Clairemont Mesa West",$501K
December 2013,"San Diego, CA - Clairemont Mesa West",$473K
January 2014,"San Diego, CA - Clairemont Mesa West",$451K
February 2014,"San Diego, CA - Clairemont Mesa West",$489K
March 2014,"San Diego, CA - Clairemont Mesa West",$500K
April 2014,"San Diego, CA - Clairemont Mesa West",$505K
May 2014,"San Diego, CA - Clairemont Mesa West",$485K
June 2014,"San Diego, CA - Clairemont Mesa West",$509K
July 2014,"San Diego, CA - Clairemont Mesa West",$513K
August 2014,"San Diego, CA - Clairemont Mesa West",$532K
September 2014,"San Diego, CA - Clairemont Mesa West",$521K
October 2014,"San Diego, CA - Clairemont Mesa West",$515K
November 2014,"San Diego, CA - Clairemont Mesa West",$510K
December 2014,"San Diego, CA - Clairemont Mesa West",$545K
January 2015,"San Diego, CA - Clairemont Mesa West",$550K
February 2015,"San Diego, CA - Clairemont Mesa West",$530K
March 2015,"San Diego, CA - Clairemont Mesa West",$526K
April 2015,"San Diego, CA - Clairemont Mesa West",$553K
May 2015,"San Diego, CA - Clairemont Mesa West",$560K
June 2015,"San Diego, CA - Clairemont Mesa West",$560K
July 2015,"San Diego, CA - Clairemont Mesa West",$580K
August 2015,"San Diego, CA - Clairemont Mesa West",$569K
September 2015,"San Diego, CA - Clairemont Mesa West",$530K
October 2015,"San Diego, CA - Clairemont Mesa West",$527K
November 2015,"San Diego, CA - Clairemont Mesa West",$569K
December 2015,"San Diego, CA - Clairemont Mesa West",$569K
January 2016,"San Diego, CA - Clairemont Mesa West",$562K
February 2016,"San Diego, CA - Clairemont Mesa West",$529K
March 2016,"San Diego, CA - Clairemont Mesa West",$553K
April 2016,"San Diego, CA - Clairemont Mesa West",$564K
May 2016,"San Diego, CA - Clairemont Mesa West",$586K
June 2016,"San Diego, CA - Clairemont Mesa West",$593K
July 2016,"San Diego, CA - Clairemont Mesa West",$595K
August 2016,"San Diego, CA - Clairemont Mesa West",$558K
September 2016,"San Diego, CA - Clairemont Mesa West",$540K
October 2016,"San Diego, CA - Clairemont Mesa West",$531K
November 2016,"San Diego, CA - Clairemont Mesa West",$543K
December 2016,"San Diego, CA - Clairemont Mesa West",$550K
January 2017,"San Diego, CA - Clairemont Mesa West",$593K
February 2017,"San Diego, CA - Clairemont Mesa West",$602K
March 2017,"San Diego, CA - Clairemont Mesa West",$607K
April 2017,"San Diego, CA - Clairemont Mesa West",$605K
May 2017,"San Diego, CA - Clairemont Mesa West",$597K
June 2017,"San Diego, CA - Clairemont Mesa West",$585K
July 2017,"San Diego, CA - Clairemont Mesa West",$610K
August 2017,"San Diego, CA - Clairemont Mesa West",$614K
September 2017,"San Diego, CA - Clairemont Mesa West",$609K
October 2017,"San Diego, CA - Clairemont Mesa West",$595K
November 2017,"San Diego, CA - Clairemont Mesa West",$613K
December 2017,"San Diego, CA - Clairemont Mesa West",$650K
January 2018,"San Diego, CA - Clairemont Mesa West",$660K
February 2018,"San Diego, CA - Clairemont Mesa West",$660K
March 2018,"San Diego, CA - Clairemont Mesa West",$655K
April 2018,"San Diego, CA - Clairemont Mesa West",$650K
May 2018,"San Diego, CA - Clairemont Mesa West",$664K
June 2018,"San Diego, CA - Clairemont Mesa West",$668K
July 2018,"San Diego, CA - Clairemont Mesa West",$670K
August 2018,"San Diego, CA - Clairemont Mesa West",$655K
September 2018,"San Diego, CA - Clairemont Mesa West",$659K
October 2018,"San Diego, CA - Clairemont Mesa West",$655K
November 2018,"San Diego, CA - Clairemont Mesa West",$678K
December 2018,"San Diego, CA - Clairemont Mesa West",$672K
January 2019,"San Diego, CA - Clairemont Mesa West",$673K
February 2019,"San Diego, CA - Clairemont Mesa West",$665K
March 2019,"San Diego, CA - Clairemont Mesa West",$653K
April 2019,"San Diego, CA - Clairemont Mesa West",$653K
May 2019,"San Diego, CA - Clairemont Mesa West",$650K
June 2019,"San Diego, CA - Clairemont Mesa West",$705K
July 2019,"San Diego, CA - Clairemont Mesa West",$722K
August 2019,"San Diego, CA - Clairemont Mesa West",$716K
September 2019,"San Diego, CA - Clairemont Mesa West",$716K
October 2019,"San Diego, CA - Clairemont Mesa West",$708K
November 2019,"San Diego, CA - Clairemont Mesa West",$698K
December 2019,"San Diego, CA - Clairemont Mesa West",$695K
January 2020,"San Diego, CA - Clairemont Mesa West",$680K
February 2020,"San Diego, CA - Clairemont Mesa West",$721K
March 2020,"San Diego, CA - Clairemont Mesa West",$700K
April 2020,"San Diego, CA - Clairemont Mesa West",$742K
May 2020,"San Diego, CA - Clairemont Mesa West",$685K
June 2020,"San Diego, CA - Clairemont Mesa West",$716K
July 2020,"San Diego, CA - Clairemont Mesa West",$760K
August 2020,"San Diego, CA - Clairemont Mesa West",$758K
September 2020,"San Diego, CA - Clairemont Mesa West",$770K
October 2020,"San Diego, CA - Clairemont Mesa West",$766K
November 2020,"San Diego, CA - Clairemont Mesa West",$785K
December 2020,"San Diego, CA - Clairemont Mesa West",$762K
January 2021,"San Diego, CA - Clairemont Mesa West",$743K
February 2021,"San Diego, CA - Clairemont Mesa West",$765K
March 2021,"San Diego, CA - Clairemont Mesa West",$813K
April 2021,"San Diego, CA - Clairemont Mesa West",$839K
May 2021,"San Diego, CA - Clairemont Mesa West",$851K
June 2021,"San Diego, CA - Clairemont Mesa West",$891K
July 2021,"San Diego, CA - Clairemont Mesa West",$900K
August 2021,"San Diego, CA - Clairemont Mesa West",$875K
September 2021,"San Diego, CA - Clairemont Mesa West",$855K
October 2021,"San Diego, CA - Clairemont Mesa West",$858K
November 2021,"San Diego, CA - Clairemont Mesa West",$845K
February 2012,"San Diego, CA - Clairemont Mesa East",$327K
March 2012,"San Diego, CA - Clairemont Mesa East",$323K
April 2012,"San Diego, CA - Clairemont Mesa East",$302K
May 2012,"San Diego, CA - Clairemont Mesa East",$312K
June 2012,"San Diego, CA - Clairemont Mesa East",$312K
July 2012,"San Diego, CA - Clairemont Mesa East",$328K
August 2012,"San Diego, CA - Clairemont Mesa East",$333K
September 2012,"San Diego, CA - Clairemont Mesa East",$360K
October 2012,"San Diego, CA - Clairemont Mesa East",$380K
November 2012,"San Diego, CA - Clairemont Mesa East",$360K
December 2012,"San Diego, CA - Clairemont Mesa East",$338K
January 2013,"San Diego, CA - Clairemont Mesa East",$328K
February 2013,"San Diego, CA - Clairemont Mesa East",$360K
March 2013,"San Diego, CA - Clairemont Mesa East",$391K
April 2013,"San Diego, CA - Clairemont Mesa East",$415K
May 2013,"San Diego, CA - Clairemont Mesa East",$400K
June 2013,"San Diego, CA - Clairemont Mesa East",$423K
July 2013,"San Diego, CA - Clairemont Mesa East",$430K
August 2013,"San Diego, CA - Clairemont Mesa East",$445K
September 2013,"San Diego, CA - Clairemont Mesa East",$445K
October 2013,"San Diego, CA - Clairemont Mesa East",$426K
November 2013,"San Diego, CA - Clairemont Mesa East",$387K
December 2013,"San Diego, CA - Clairemont Mesa East",$342K
January 2014,"San Diego, CA - Clairemont Mesa East",$402K
February 2014,"San Diego, CA - Clairemont Mesa East",$425K
March 2014,"San Diego, CA - Clairemont Mesa East",$455K
April 2014,"San Diego, CA - Clairemont Mesa East",$449K
May 2014,"San Diego, CA - Clairemont Mesa East",$446K
June 2014,"San Diego, CA - Clairemont Mesa East",$446K
July 2014,"San Diego, CA - Clairemont Mesa East",$443K
August 2014,"San Diego, CA - Clairemont Mesa East",$435K
September 2014,"San Diego, CA - Clairemont Mesa East",$430K
October 2014,"San Diego, CA - Clairemont Mesa East",$430K
November 2014,"San Diego, CA - Clairemont Mesa East",$430K
December 2014,"San Diego, CA - Clairemont Mesa East",$438K
January 2015,"San Diego, CA - Clairemont Mesa East",$431K
February 2015,"San Diego, CA - Clairemont Mesa East",$420K
March 2015,"San Diego, CA - Clairemont Mesa East",$410K
April 2015,"San Diego, CA - Clairemont Mesa East",$426K
May 2015,"San Diego, CA - Clairemont Mesa East",$440K
June 2015,"San Diego, CA - Clairemont Mesa East",$445K
July 2015,"San Diego, CA - Clairemont Mesa East",$450K
August 2015,"San Diego, CA - Clairemont Mesa East",$470K
September 2015,"San Diego, CA - Clairemont Mesa East",$480K
October 2015,"San Diego, CA - Clairemont Mesa East",$470K
November 2015,"San Diego, CA - Clairemont Mesa East",$456K
December 2015,"San Diego, CA - Clairemont Mesa East",$440K
January 2016,"San Diego, CA - Clairemont Mesa East",$440K
February 2016,"San Diego, CA - Clairemont Mesa East",$456K
March 2016,"San Diego, CA - Clairemont Mesa East",$468K
April 2016,"San Diego, CA - Clairemont Mesa East",$470K
May 2016,"San Diego, CA - Clairemont Mesa East",$475K
